Postcode,Negative income,Nil income,"$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,999 ($104,000-$155,999)","$3,000 or more ($156,000 or more)",Not stated,Not applicable
4723,17,72,42,46,70,70,73,60,66,120,69,51,43,64,37,161,363
4724,4,24,15,35,30,35,43,44,58,50,27,28,8,17,11,39,109
4725,12,50,44,69,125,91,110,99,117,107,81,63,45,51,24,141,305
4726,5,21,11,36,28,26,20,26,33,19,25,8,7,8,5,29,99
4727,4,13,12,14,14,14,20,20,13,28,16,4,7,9,6,21,58
4728,0,11,7,13,14,19,7,14,14,12,3,4,5,0,7,16,45
4730,29,127,98,158,186,221,185,240,262,245,187,133,81,102,47,312,605
4731,5,15,17,13,19,19,10,15,16,14,0,3,5,8,3,12,37
4732,0,14,4,11,13,13,4,11,10,5,3,0,0,4,4,15,24
4733,12,7,3,7,10,12,10,13,14,12,6,0,0,0,9,28,33
4735,14,39,17,45,67,82,75,87,61,81,47,33,12,24,15,107,161
4736,0,0,0,0,7,7,15,10,16,14,10,8,0,3,0,5,17
4737,30,608,233,468,587,486,471,449,436,418,290,288,217,451,131,932,1648
4738,16,105,36,85,77,62,51,48,69,70,36,34,41,64,27,137,216
4739,0,25,18,20,28,38,27,12,20,15,21,18,4,8,5,26,47
4740,380,5152,2572,4160,4788,4755,4786,4693,5146,5172,3649,3441,2420,3989,1944,6940,16126
4741,48,508,224,402,474,443,363,355,409,389,293,259,209,363,171,914,1266
4742,9,59,23,22,30,31,56,53,56,68,40,64,45,99,43,240,199
4743,3,43,22,12,16,17,15,13,22,37,20,22,26,89,45,81,157
4744,31,578,237,238,185,213,243,284,315,374,329,324,363,915,664,937,2500
4745,21,182,68,68,72,81,98,77,102,110,116,116,114,274,138,551,791
4746,4,137,51,48,37,31,42,58,46,96,76,73,99,227,139,223,541
4750,21,379,194,240,281,300,320,293,356,348,251,271,198,330,127,358,1481
4751,22,276,153,207,225,253,269,280,270,325,223,190,115,249,112,371,947
4753,20,354,122,171,182,148,214,213,233,225,189,188,155,289,108,315,1170
4754,9,221,65,108,119,121,140,135,117,132,79,76,66,104,43,223,491
4756,8,61,13,44,67,42,35,31,31,31,20,11,16,22,14,46,117
4757,3,24,8,31,35,18,24,16,19,16,11,9,7,10,0,45,72
4798,5,46,27,43,56,55,32,45,22,39,21,29,16,24,7,72,143
4799,13,66,31,80,101,108,85,65,40,49,23,22,25,22,6,135,208
4800,38,478,306,471,712,647,656,645,622,593,386,339,164,291,156,967,1840
4801,0,4,0,0,0,13,38,45,56,45,18,14,3,0,6,7,9
4802,32,409,219,387,520,552,668,805,889,801,408,339,215,322,189,1245,1833
4803,8,10,11,7,13,10,94,233,245,230,81,42,16,24,32,671,146
4804,9,103,67,126,138,130,92,92,76,90,67,65,44,56,33,227,298
4805,52,537,293,657,917,881,789,737,800,596,334,292,202,368,154,1209,1997
4806,10,187,145,232,344,364,265,274,249,258,196,121,63,74,46,351,685
4807,37,536,349,566,893,900,915,803,829,739,501,403,226,249,139,977,1972
4808,3,60,39,59,82,95,87,85,87,92,54,39,32,29,19,57,198
4809,6,65,36,54,74,77,78,63,80,64,52,59,18,17,12,80,167
4810,91,1136,611,1125,1202,1361,1360,1322,1494,1596,1298,1170,763,1105,745,2452,3008
4811,39,721,411,660,754,711,676,790,835,987,732,593,371,492,213,1776,2389
4812,64,1002,654,1187,1393,1668,1226,1200,1309,1352,933,831,485,546,226,1351,3374
4814,150,3293,1892,2965,2818,2619,2669,2697,3137,3395,2549,1980,1243,1662,659,3453,8942
4815,83,1347,736,1332,1419,1339,1317,1357,1512,1433,967,689,383,450,136,1529,5005
4816,55,506,292,1100,843,649,555,563,573,480,299,271,164,243,112,658,1913
4817,89,1908,1131,1633,1762,1670,1771,1924,2105,2293,1715,1438,890,1039,291,1946,6811
4818,105,1610,780,1232,1336,1341,1516,1807,2062,2242,1730,1351,793,1021,296,1856,7135
4819,8,115,74,156,225,270,201,171,159,136,77,62,43,65,28,285,269
4820,85,732,358,632,862,903,682,608,578,554,378,349,203,327,127,1089,2390
4821,18,73,37,76,97,87,116,74,104,90,54,31,27,51,15,133,237
4822,12,25,17,35,55,71,66,60,64,59,38,27,14,15,8,68,147
4823,12,31,14,22,43,59,43,66,85,83,53,35,32,72,39,94,142
4824,15,149,46,99,102,97,94,131,153,173,137,152,132,244,88,403,551
4828,0,12,0,12,4,11,18,13,14,12,6,5,0,4,0,42,49
4829,3,13,3,21,13,19,33,45,37,39,17,19,12,13,11,90,86
4830,6,118,49,270,110,53,115,87,57,49,32,19,7,18,13,118,595
4849,8,60,47,111,168,163,125,113,91,69,24,30,15,27,19,158,154
4850,55,561,375,756,1089,1044,839,780,732,642,432,350,204,188,129,1032,1707
4852,16,200,97,203,305,264,294,255,284,231,134,120,56,96,49,448,642
4854,26,285,163,347,452,443,391,488,475,337,204,143,77,91,43,499,1018
4855,9,40,24,39,74,65,72,45,56,42,32,13,6,8,9,97,143
4856,15,29,25,85,62,54,30,46,51,41,25,21,11,10,5,69,124
4858,3,80,64,74,140,123,84,128,110,112,43,52,18,36,22,107,306
4859,0,26,17,35,40,47,40,36,40,30,20,17,7,10,3,34,71
4860,61,553,337,682,1001,1109,863,897,811,646,363,280,175,210,85,1051,2169
4861,6,70,39,109,135,152,116,107,80,90,48,34,29,28,13,144,252
4865,31,458,228,416,490,521,524,542,578,573,374,324,214,218,85,640,1911
4868,91,1225,686,1134,1305,1440,1503,1574,1836,1590,966,804,510,573,210,1792,4819
4869,96,1064,560,954,1052,1044,1192,1336,1473,1390,861,642,385,396,117,1316,5137
4870,271,4059,2088,3651,4223,4742,4647,4833,5268,4860,3204,2732,1760,2337,1264,7639,13404
4871,83,483,342,1147,996,801,740,763,603,565,319,254,147,168,100,1151,2320
4872,30,190,140,255,394,349,290,269,253,212,109,84,73,74,56,464,659
4873,28,288,214,369,475,540,472,508,507,418,208,188,90,110,63,767,1211
4874,17,294,139,355,183,130,182,221,227,259,233,256,308,481,121,407,1419
4875,37,419,156,888,429,414,478,372,314,281,216,182,113,179,44,1032,2539
4876,0,221,40,258,210,142,206,185,121,86,73,54,23,32,13,121,1032
4877,15,181,99,219,281,323,390,483,581,452,187,163,92,100,97,774,694
4878,60,843,397,658,821,871,923,936,1079,1055,680,580,326,406,212,1237,2397
4879,84,1244,601,908,1075,1095,1239,1380,1523,1522,988,899,532,721,449,1398,3790
4880,58,606,452,822,1114,950,904,939,906,724,440,343,164,198,107,2186,2387
4881,31,228,153,354,422,360,315,269,241,250,181,154,78,137,46,435,854
4882,10,112,104,168,252,222,178,183,209,177,102,100,58,72,40,199,533
4883,31,363,297,536,844,813,690,637,570,475,289,240,134,162,83,706,1556
4884,14,81,60,119,174,142,163,129,133,106,88,63,44,41,28,131,364
4885,21,222,145,270,370,327,290,252,216,228,144,102,60,81,38,352,681
4886,7,37,33,76,104,77,69,40,58,42,17,13,7,22,15,72,142
4887,13,128,71,158,211,209,135,154,117,86,49,35,34,23,15,242,360
4888,22,203,93,247,356,285,216,200,137,99,47,46,38,37,23,492,564
4890,7,50,19,90,99,64,71,61,67,84,51,49,36,29,20,147,324
4891,4,17,14,24,52,48,44,48,37,44,31,14,8,20,7,65,59
4892,20,260,137,1208,491,305,300,182,133,147,99,85,55,58,15,548,1548
4895,23,169,110,472,401,363,285,231,226,215,127,107,55,81,22,618,944
