Postcode,Negative income,Nil income,"$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,999 ($104,000-$155,999)","$3,000 or more ($156,000 or more)",Not stated,Not applicable
3391,3,4,3,13,24,22,14,12,20,7,0,8,0,3,4,5,33
3392,14,27,8,33,91,72,30,54,22,35,22,11,4,6,0,69,78
3393,23,98,98,170,287,303,225,200,190,168,90,55,29,29,25,256,443
3395,7,15,11,23,51,36,38,23,16,23,19,4,4,6,6,36,40
3396,12,43,20,44,74,71,57,59,28,49,29,20,8,7,3,99,107
3400,56,586,493,820,1250,1290,1235,1176,1234,989,594,393,278,282,163,1002,2696
3401,50,226,209,249,254,324,323,308,376,313,191,134,84,123,57,277,928
3407,8,20,14,31,34,49,34,23,35,17,23,16,11,5,3,23,65
3409,13,31,28,43,77,71,99,75,63,61,46,26,8,22,17,84,163
3412,0,27,9,22,52,27,19,25,18,11,11,0,8,5,5,19,45
3413,0,9,15,11,13,15,13,12,11,17,15,10,3,6,8,16,46
3414,3,112,72,128,238,176,126,106,115,101,61,41,23,39,21,203,255
3415,0,6,3,6,3,0,7,0,4,0,3,6,0,0,0,0,4
3418,42,147,108,166,237,267,256,242,248,170,88,71,42,31,30,177,444
3419,14,46,29,48,75,104,60,61,56,72,20,22,14,20,9,33,123
3420,4,11,12,10,22,6,32,31,17,18,13,4,0,6,6,22,69
3423,3,28,13,48,90,62,42,29,19,15,9,6,9,3,3,40,66
3424,5,36,30,64,88,95,52,51,46,55,22,19,11,9,9,43,133
3427,6,166,89,143,186,149,195,187,233,256,162,113,56,67,26,242,470
3428,4,39,26,51,41,28,45,46,35,58,24,22,8,19,13,91,110
3429,129,2546,1480,1871,2266,2300,2246,2364,2610,2946,1999,1482,977,1313,503,2058,7192
3430,3,18,12,17,17,22,26,20,18,26,15,9,6,15,14,35,63
3431,14,275,171,174,194,225,248,233,276,275,198,200,149,207,96,186,817
3432,0,7,4,12,14,3,9,15,13,15,12,0,3,7,13,32,41
3433,0,18,10,9,11,11,14,18,14,9,14,7,3,7,8,19,44
3434,23,425,178,252,310,345,302,280,371,337,237,209,152,193,80,330,1042
3435,6,180,93,175,189,189,191,155,189,194,141,108,82,100,59,242,570
3437,35,762,395,498,499,564,589,569,599,704,489,507,307,584,366,657,2323
3438,3,178,96,118,130,137,131,119,147,157,104,97,71,141,86,103,578
3440,6,153,69,98,96,114,120,102,134,113,85,96,69,123,74,155,444
3441,14,92,43,67,56,59,65,79,80,74,65,72,56,81,103,70,275
3442,27,539,236,385,376,423,410,449,435,437,353,313,176,427,289,636,1551
3444,37,539,323,496,784,748,617,583,606,601,403,345,210,289,166,843,1596
3446,4,63,46,64,76,83,77,53,83,78,44,43,14,29,10,94,162
3447,0,32,29,16,33,37,28,34,46,27,17,16,10,10,4,40,73
3448,0,55,33,58,86,81,67,60,55,61,31,19,15,26,22,70,126
3450,8,265,231,429,659,725,595,493,470,403,235,199,122,141,100,686,1055
3451,25,246,192,299,431,456,363,387,330,329,208,166,92,118,47,1109,863
3453,3,101,77,106,147,147,107,127,128,113,84,60,30,55,24,114,310
3458,13,100,60,121,168,195,139,119,131,104,79,74,36,72,36,241,270
3460,14,118,72,165,228,333,219,215,177,148,91,73,45,58,39,239,325
3461,23,247,119,295,393,361,320,298,283,256,154,124,75,92,69,339,703
3462,0,68,54,89,113,115,93,85,92,62,37,27,19,14,5,111,189
3463,13,118,132,185,279,299,235,153,171,134,69,59,31,38,34,204,295
3464,6,82,46,98,99,110,108,86,72,56,27,14,13,17,4,52,227
3465,50,474,338,804,1352,1145,846,721,662,435,212,149,81,77,45,839,1536
3467,3,58,44,86,158,151,75,66,71,63,29,25,7,7,6,136,204
3468,0,18,18,25,46,30,18,15,28,13,3,6,0,4,0,24,34
3469,0,15,9,21,39,46,19,16,12,10,7,10,3,5,0,23,39
3472,10,71,41,147,243,217,120,75,83,53,25,19,12,13,4,151,189
3475,9,18,15,35,63,55,17,24,10,11,8,8,5,0,0,27,46
3477,7,43,32,84,85,97,63,53,49,43,30,18,13,13,5,78,113
3478,12,96,106,183,329,343,201,189,165,123,82,53,32,18,0,191,323
3480,13,89,68,121,167,195,159,102,132,108,56,31,13,14,13,248,309
3482,0,16,5,14,20,25,17,7,7,7,0,0,0,0,4,17,25
3483,9,51,31,58,79,82,66,45,63,62,25,21,12,20,9,87,166
3485,4,24,6,27,36,39,28,19,25,9,10,5,3,0,5,28,39
3487,0,9,0,5,11,13,3,3,3,9,0,0,5,3,0,6,23
3488,0,11,4,7,8,11,9,5,10,6,0,4,9,0,0,7,25
3489,3,6,0,0,3,6,7,3,6,4,4,0,0,0,0,4,3
3490,14,76,29,83,134,148,101,94,93,78,38,32,24,18,8,138,182
3491,5,4,3,11,10,12,11,10,11,8,3,0,0,0,0,17,32
3494,17,29,23,34,40,55,60,67,72,34,14,14,9,7,9,91,99
3496,38,298,234,408,516,552,416,460,468,402,222,123,83,80,46,687,1204
3498,20,311,231,308,398,400,402,387,390,358,220,162,96,114,76,381,1062
3500,127,1726,990,2289,3074,2789,2345,2391,2309,1915,1207,906,538,533,297,3175,6149
3501,4,108,72,113,120,101,110,142,150,144,87,93,46,52,30,124,442
3505,31,284,183,325,447,410,339,356,366,290,179,137,55,57,30,433,935
3506,0,0,0,0,0,6,9,4,3,0,0,0,5,0,0,10,3
3507,0,7,6,9,14,24,11,13,8,6,5,4,0,0,3,17,33
3509,0,5,12,20,29,17,12,12,26,20,18,0,5,6,3,14,38
3512,3,27,8,12,33,30,36,30,21,21,14,13,7,5,6,32,68
3515,11,95,57,92,117,120,104,160,163,138,102,66,32,35,12,149,484
3516,3,32,28,47,71,57,49,51,50,35,35,15,16,8,6,64,125
3517,3,60,27,107,204,161,104,96,77,78,36,24,15,9,12,171,223
3518,10,71,44,107,176,163,97,73,79,51,24,16,8,12,9,187,172
3520,0,10,7,20,42,28,5,13,4,8,0,0,0,0,0,23,20
3521,3,50,25,40,46,58,32,45,44,36,36,20,16,10,6,45,144
3522,3,21,18,20,40,23,18,29,29,22,9,8,3,10,4,41,49
3523,15,201,118,293,548,397,275,209,193,175,111,78,50,55,26,421,457
3525,21,80,53,103,154,144,87,79,89,72,28,31,18,16,0,124,189
3527,5,50,24,63,76,127,52,72,28,37,19,13,9,0,8,89,99
3529,6,8,8,8,7,9,9,4,10,8,3,5,0,3,0,8,31
3530,4,7,5,14,8,8,12,7,14,3,6,6,3,3,0,18,21
3531,5,14,9,15,28,18,13,11,11,9,8,4,0,0,0,18,34
3533,3,37,19,62,103,85,40,43,51,47,23,25,7,5,7,90,127
3537,6,39,46,89,95,99,78,57,64,65,26,27,18,13,9,136,180
3540,5,20,11,15,38,38,27,18,21,14,11,4,0,0,3,35,30
3542,0,12,7,20,19,13,12,14,7,4,3,0,3,0,3,12,25
3544,3,23,3,13,24,15,16,18,24,14,6,6,3,4,0,30,46
3546,0,15,7,31,46,39,19,22,33,22,10,13,8,8,7,49,68
3549,40,222,80,173,252,250,238,274,242,195,84,58,47,35,31,564,733
3550,115,2040,1564,2921,3301,3360,3030,2934,2926,2622,1805,1357,835,1062,597,3162,6719
3551,69,1633,1191,1476,1767,1644,1888,1977,2093,2071,1493,1265,823,1011,398,1720,7031
3555,48,943,617,1261,1856,1768,1522,1603,1543,1252,750,504,319,345,128,1774,3442
3556,51,679,421,918,1168,1197,1044,1080,943,746,427,288,171,126,69,1174,2583
3557,3,44,41,50,58,49,55,57,67,41,42,21,25,16,3,48,168
3558,3,48,35,68,110,80,87,60,64,59,27,19,15,13,7,82,142
3559,0,26,30,39,56,43,46,35,41,31,13,14,3,13,3,51,98
3561,35,262,160,287,434,393,342,304,319,280,151,117,93,91,33,364,781
3562,0,19,4,11,20,13,22,26,19,22,16,7,0,0,0,38,51
3563,9,44,36,59,75,74,56,63,57,54,40,18,10,10,13,50,155
3564,64,707,548,925,1352,1303,1248,1210,1248,1093,590,488,310,307,186,1456,2892
3565,4,7,10,7,3,10,9,9,9,0,0,0,0,6,0,4,23
3566,9,34,22,28,47,48,47,31,34,36,19,12,3,7,0,66,111
3567,3,34,24,37,77,43,61,58,45,45,20,12,3,4,0,61,122
3568,18,159,111,209,320,302,247,239,229,172,95,67,33,46,30,233,439
3570,7,59,25,47,85,56,56,62,57,45,23,16,4,14,3,45,145
3571,6,20,12,20,41,25,25,16,25,11,6,6,5,3,0,37,55
3572,5,7,7,11,13,4,10,15,6,10,4,8,0,8,0,15,35
3573,0,16,10,27,35,27,24,32,17,19,7,4,3,0,0,34,75
3575,18,67,21,36,60,80,82,52,51,53,12,19,10,3,7,67,153
3576,0,7,5,3,5,11,5,4,3,6,3,0,0,0,0,5,21
3579,44,252,199,361,563,580,466,415,372,319,146,110,62,58,46,479,901
3580,8,47,38,97,121,106,83,87,69,47,24,15,16,12,0,75,145
3581,3,6,12,19,16,17,15,12,6,3,8,3,0,4,5,19,22
3583,5,15,8,14,15,17,9,21,5,9,3,0,8,4,0,19,45
3584,8,60,41,69,84,84,61,80,94,56,30,28,15,14,13,166,240
3585,43,509,409,636,868,872,870,902,821,745,431,325,151,196,105,1225,2108
3586,6,34,30,59,44,46,51,75,49,60,29,25,10,15,8,114,167
3588,0,22,19,34,26,17,34,31,27,26,7,3,4,6,9,20,70
3589,3,18,12,24,26,21,21,37,16,25,9,9,11,3,0,52,71
3590,0,26,11,16,30,24,15,30,20,26,5,9,3,6,0,32,79
3591,0,8,11,15,5,11,12,10,8,15,7,3,6,3,4,10,31
3594,3,26,15,37,50,44,37,32,33,49,10,9,5,3,3,87,83
3595,8,33,22,50,89,61,43,38,38,20,8,13,3,0,4,120,111
3596,0,8,0,8,3,7,4,10,9,6,0,0,4,3,4,13,17
3597,8,24,12,26,34,39,31,25,37,30,11,13,9,9,6,51,51
3599,0,9,5,0,15,11,9,7,9,11,6,3,0,0,0,24,22
3607,0,12,0,6,3,4,17,6,16,15,6,0,4,3,0,22,28
3608,13,109,92,163,237,252,191,195,191,163,73,84,38,50,25,209,335
3610,19,74,48,93,126,167,96,91,91,88,50,37,23,19,10,422,261
3612,3,80,62,138,221,237,130,114,104,88,51,38,23,17,14,182,206
3614,4,44,35,35,59,37,60,73,45,71,46,38,34,25,9,51,200
3616,27,277,172,323,426,462,371,359,354,371,236,165,102,122,45,516,1016
3617,0,10,11,8,17,14,17,7,5,7,3,3,0,8,0,16,19
3618,5,43,22,55,76,60,49,57,45,42,24,4,13,9,4,52,114
3620,56,457,257,478,810,721,653,632,554,566,295,218,118,127,62,780,1461
3621,11,137,98,115,219,229,196,191,163,147,67,46,30,37,28,162,498
3622,0,26,18,32,27,35,28,33,32,37,21,16,7,5,5,49,86
3623,6,55,30,75,105,85,66,53,67,51,27,13,8,17,10,88,144
3624,8,34,21,29,65,53,35,48,43,39,21,14,3,4,9,30,103
3629,32,470,284,525,948,751,689,710,708,628,331,213,110,113,61,891,1657
3630,168,1794,1052,2233,2463,2360,2214,2147,2262,1934,1132,791,467,549,309,3067,6328
3631,47,634,494,521,732,765,759,851,814,891,587,490,308,363,187,713,2460
3633,6,37,22,23,32,37,35,45,54,44,35,17,17,9,6,55,141
3634,11,113,63,94,130,140,135,105,144,131,78,51,47,39,15,161,353
3635,7,21,13,29,50,57,39,38,49,48,23,22,8,5,8,42,88
3636,35,256,192,320,551,512,425,391,392,330,201,133,66,68,51,406,910
3637,11,29,26,26,61,45,45,59,44,50,31,4,5,11,8,23,124
3638,18,78,98,134,203,187,165,147,160,119,78,55,34,27,35,178,366
3639,3,34,19,47,60,71,47,31,36,35,7,9,0,4,3,53,67
3640,9,59,42,54,69,87,89,54,74,67,32,35,13,17,8,71,234
3641,9,71,53,68,116,82,82,65,90,91,35,42,19,12,4,126,258
3646,3,27,26,29,59,50,48,31,31,43,22,20,12,8,11,32,122
3647,0,8,6,8,0,3,4,0,3,0,0,0,4,0,0,4,3
3649,8,34,12,31,37,36,30,34,26,15,19,18,0,5,4,41,76
3658,33,454,233,351,526,455,382,421,449,450,298,195,136,121,49,470,1198
3659,3,28,43,54,46,48,51,38,52,54,41,27,13,30,14,61,128
3660,38,433,281,528,684,620,552,514,515,489,312,197,123,135,63,929,1161
3662,3,50,34,33,22,13,24,105,79,75,82,89,58,53,4,64,290
3663,0,12,4,6,10,14,14,14,12,9,9,3,3,3,6,17,43
3664,8,69,36,58,83,89,77,76,62,66,47,38,26,31,20,101,187
3665,0,17,13,22,30,26,37,26,20,20,18,8,8,6,3,44,49
3666,31,231,155,344,448,461,396,362,357,258,176,99,81,78,45,475,705
3669,15,60,54,96,150,121,99,79,86,70,42,43,30,14,16,182,159
3670,3,37,17,49,62,44,46,43,42,42,27,15,5,6,10,50,75
3672,30,477,339,732,1095,1024,886,802,761,619,366,254,184,174,100,912,1592
3673,15,87,64,120,168,148,123,112,114,115,71,47,27,37,28,182,284
3675,8,103,72,110,126,116,131,140,136,133,95,59,40,50,16,146,318
3677,60,739,588,1078,1615,1782,1362,1454,1402,1186,676,491,302,296,157,1662,3246
3678,45,308,213,373,474,473,503,438,475,403,279,250,137,185,112,520,1174
3682,3,22,19,25,42,39,31,46,44,38,31,13,12,14,8,76,135
3683,4,94,66,123,141,144,133,114,130,144,98,52,34,28,7,149,289
3685,4,127,110,157,210,220,210,189,209,225,120,111,53,52,27,221,471
3687,7,81,35,74,101,88,75,72,89,74,44,28,20,31,14,68,185
3688,3,47,46,69,74,83,80,88,114,98,71,47,29,30,10,84,256
3690,90,1722,1057,1987,2527,2430,2418,2407,2737,2438,1685,1081,723,728,267,2426,6791
3694,0,0,0,0,0,0,0,21,18,7,8,7,4,0,0,20,0
3695,0,45,11,23,20,38,26,27,42,37,22,28,17,11,6,21,93
3697,3,36,25,38,60,56,42,39,41,31,30,23,8,19,3,37,87
3698,0,33,30,56,69,87,81,55,59,58,39,34,21,30,18,62,131
3699,0,45,41,62,97,104,95,80,91,83,42,20,18,23,12,117,195
3700,4,63,43,86,108,154,103,108,96,91,59,39,30,21,6,88,224
3701,12,51,52,77,93,87,101,56,73,73,46,21,19,22,20,100,185
3704,0,3,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0
3705,5,15,7,22,19,20,25,12,15,12,15,13,0,5,0,24,50
3708,0,4,0,9,7,5,7,3,4,0,6,3,0,0,0,6,6
3709,0,10,4,37,35,24,24,12,26,20,7,12,9,7,0,28,33
3711,0,22,13,30,46,44,54,35,38,32,18,15,12,13,4,58,73
3712,5,15,11,24,42,41,26,23,20,28,12,10,8,10,4,29,37
3713,8,42,27,58,162,124,90,94,61,42,34,15,4,13,4,151,98
3714,17,178,90,201,412,375,292,242,265,227,115,81,72,70,37,319,515
3715,3,11,8,28,25,33,23,17,15,18,9,5,3,5,8,37,39
3717,22,140,88,166,273,247,209,160,168,171,116,65,44,66,48,243,430
3718,0,6,0,0,6,13,9,8,5,0,6,0,0,3,0,6,3
3719,5,19,8,19,41,43,33,31,33,24,10,15,10,4,10,27,41
3720,7,31,18,33,58,49,34,41,48,26,26,16,10,9,3,66,85
3722,16,196,169,259,401,453,424,387,383,350,197,159,102,110,48,384,965
3723,19,248,81,199,262,236,214,196,167,197,126,75,47,68,46,336,483
3725,5,36,17,52,53,45,30,50,54,30,20,24,5,17,8,75,112
3726,3,35,15,21,49,41,17,33,30,30,13,10,3,0,4,41,69
3727,0,25,11,26,28,26,21,16,24,16,8,4,0,0,0,45,45
3728,7,24,23,56,68,65,46,33,42,44,23,9,5,5,13,70,102
3730,26,371,272,552,942,866,709,605,571,514,310,219,151,136,83,981,1514
3732,5,43,23,37,63,40,39,45,50,30,24,15,12,8,13,48,104
3733,0,14,0,13,15,28,18,14,15,14,8,13,5,0,3,20,45
3735,3,29,22,34,58,45,55,48,45,43,32,18,17,12,3,46,101
3737,15,215,163,286,503,410,347,326,315,270,159,121,61,73,33,363,642
3738,0,7,14,19,31,12,14,13,20,11,7,4,3,0,0,16,36
3739,0,7,11,16,25,14,19,14,18,15,8,10,8,0,3,21,42
3740,4,38,39,64,103,83,87,76,91,65,48,30,16,18,9,102,188
3741,18,98,125,168,280,289,272,244,242,196,112,86,47,59,38,369,466
3744,3,26,14,27,27,38,46,40,32,26,21,12,7,8,5,27,91
3746,4,22,17,31,40,32,25,34,22,21,22,4,3,5,3,33,48
3747,14,186,137,254,386,427,340,322,322,289,202,163,116,118,54,552,750
3749,0,103,83,89,128,177,116,153,125,137,99,71,68,65,33,94,339
3750,41,846,229,442,394,357,460,624,702,701,483,322,178,183,49,566,2475
3751,0,27,11,10,26,20,21,13,21,20,14,12,3,5,5,36,36
3752,105,2003,890,1225,1326,1226,1262,1482,1865,1884,1344,980,607,698,221,1189,5747
3753,10,146,64,98,113,99,118,129,176,191,135,107,57,61,25,178,623
3754,111,2692,1163,1546,1629,1600,1894,2245,2768,3037,2269,1728,1046,1245,391,1762,10629
3755,0,15,12,15,19,30,20,12,15,17,16,10,5,9,3,24,31
3756,39,835,403,550,673,579,675,761,927,886,623,440,267,341,118,1011,2786
3757,41,601,288,487,568,671,563,572,626,626,434,319,220,250,127,715,1859
3758,3,179,83,116,92,139,125,159,154,161,131,65,60,70,32,136,474
3759,0,77,52,49,60,59,52,55,65,85,73,47,35,58,40,82,176
3760,4,21,25,13,14,22,28,16,30,37,19,28,14,19,5,18,62
3761,3,72,43,61,86,69,89,79,69,84,66,53,34,71,17,104,234
3762,0,10,3,10,11,3,14,3,10,7,6,5,0,14,5,29,13
3763,8,111,67,113,95,90,88,106,107,130,63,51,35,41,15,124,286
3764,50,696,330,445,698,646,503,536,639,597,401,341,235,278,112,791,1867
3765,87,451,273,342,382,431,426,399,474,546,362,288,177,248,103,500,1271
3766,5,70,51,69,71,69,88,65,89,103,58,81,32,65,22,62,243
3767,3,78,67,68,75,88,83,68,91,85,69,52,42,61,34,84,211
3770,16,200,123,186,205,194,215,227,256,259,160,119,79,89,60,211,616
3775,21,237,150,216,241,237,250,245,308,299,191,150,103,128,84,257,753
3777,29,612,348,628,884,988,775,737,808,681,467,359,216,283,142,810,1969
3778,0,7,5,15,24,15,14,19,13,14,8,3,0,3,6,19,32
3779,0,23,17,37,34,37,46,25,29,29,10,16,8,8,0,43,38
3781,13,298,161,199,268,260,264,302,355,342,236,170,102,119,37,331,1009
3782,15,575,356,386,466,490,535,512,470,563,408,317,238,335,155,526,1480
3783,12,188,83,146,144,135,147,155,143,158,118,99,68,76,36,147,498
3785,0,7,0,5,0,3,0,9,7,6,4,10,0,8,0,13,17
3786,4,111,79,80,69,94,87,86,84,83,80,76,63,89,48,103,268
3787,0,76,35,57,66,64,59,62,65,69,48,55,35,60,40,77,192
3788,6,110,75,93,93,110,100,127,111,132,80,61,61,98,55,105,318
3789,0,17,13,16,21,16,16,12,13,23,15,12,12,11,15,14,37
3791,7,92,62,82,87,67,106,100,86,79,84,65,58,79,46,81,263
3792,6,72,36,55,57,69,69,69,77,75,52,43,31,50,25,73,213
3793,6,221,171,199,291,263,233,218,290,250,147,140,74,100,50,200,728
3795,4,73,60,71,102,51,78,94,94,74,62,71,30,43,15,91,227
3796,48,678,383,537,596,620,627,591,760,753,514,391,285,332,79,554,1946
3797,15,218,108,219,397,320,239,254,226,222,127,94,51,64,42,264,612
3799,31,387,168,412,531,592,454,390,433,383,197,117,73,62,31,505,1048
3800,22,941,240,367,125,117,106,38,30,24,11,13,16,10,9,151,4
3802,123,2452,1005,1642,1931,1433,1387,1633,1845,1765,1144,822,495,545,161,1469,4447
3803,64,1066,419,879,921,803,644,729,831,821,397,256,120,141,49,590,2123
3804,33,758,359,458,514,467,393,476,553,567,382,347,244,330,250,504,1449
3805,296,5520,2463,3270,3354,3152,3199,3858,4387,4259,2684,1929,1189,1378,460,2698,12838
3806,197,4204,1958,2327,2559,2574,2752,2783,3373,3586,2468,1975,1441,2106,1004,2311,10910
3807,23,534,343,348,364,389,415,405,504,515,386,319,219,352,163,324,1491
3808,5,224,111,126,125,142,168,166,194,223,145,164,107,155,103,223,646
3809,25,507,226,316,303,255,359,439,616,698,511,356,255,232,90,317,1711
3810,167,3289,1467,2438,3022,2919,2968,3266,3785,3702,2212,1583,895,1002,337,2871,11978
3812,13,161,92,125,141,144,176,151,189,182,119,82,57,74,41,150,417
3813,0,66,35,43,52,54,77,45,63,61,37,26,21,23,12,108,158
3814,12,170,84,117,148,132,153,154,152,140,115,76,48,61,20,187,480
3815,6,192,123,153,212,244,211,179,191,187,144,120,68,95,41,234,631
3816,11,175,80,164,237,186,190,209,198,167,125,74,34,40,23,223,582
3818,82,837,484,892,1216,1183,1005,977,971,901,558,427,265,284,142,1138,2825
3820,50,935,645,954,1258,1381,1181,1090,1118,1023,670,517,398,486,262,1078,2915
3821,23,189,104,189,198,177,194,203,198,184,127,113,74,84,57,229,578
3822,8,76,29,49,63,59,78,70,61,69,29,29,17,42,8,65,220
3823,16,96,76,111,176,136,128,135,136,118,85,57,48,49,32,125,313
3824,16,284,178,296,380,384,336,339,315,318,200,158,116,168,78,440,989
3825,59,1169,745,1591,2112,2008,1527,1263,1228,982,597,504,338,540,275,1951,3386
3831,0,118,57,107,114,137,142,118,126,97,72,57,44,48,19,150,290
3832,0,9,6,25,21,23,24,23,15,10,12,6,7,0,0,35,31
3833,4,18,15,22,40,38,22,18,17,13,7,12,0,3,6,38,34
3835,0,38,18,47,33,32,45,29,33,25,10,6,13,9,3,27,92
3840,67,953,550,1369,1624,1596,1233,1042,948,809,495,387,268,400,232,1682,2817
3842,18,358,201,435,452,385,333,285,268,241,159,92,86,134,42,461,839
3844,110,1705,1023,1567,2137,2097,1873,1768,1807,1839,1284,1058,844,1189,588,2431,5654
3847,22,137,69,119,212,169,130,143,148,140,73,77,59,66,37,195,400
3850,50,867,527,840,1158,1199,990,978,935,897,613,487,329,496,357,1213,2830
3851,37,291,176,362,488,460,324,261,276,271,172,128,78,126,119,1293,821
3852,0,3,0,0,0,0,0,8,14,17,14,4,0,0,0,3,4
3854,13,84,51,82,91,79,89,87,98,95,45,55,39,77,38,62,311
3856,0,84,36,57,53,64,62,57,52,67,50,40,26,37,28,58,222
3857,0,26,17,16,32,23,26,18,31,26,13,13,15,9,5,25,64
3858,15,179,91,201,276,302,242,192,212,174,108,74,48,46,53,243,573
3859,5,53,38,52,72,52,70,55,54,60,28,19,15,16,23,68,157
3860,20,421,242,446,624,605,521,500,487,482,291,189,161,165,103,582,1339
3862,17,211,125,183,264,227,220,217,214,225,126,85,74,67,41,258,602
3864,4,15,15,17,10,18,19,15,14,15,10,3,4,0,7,14,37
3865,0,13,12,26,50,42,33,35,44,28,20,14,4,8,3,34,75
3869,9,107,73,110,104,110,115,109,116,75,69,46,46,82,38,107,304
3870,4,89,54,107,140,96,95,80,82,62,44,60,29,30,21,89,197
3871,15,192,100,218,280,246,222,157,174,151,105,82,61,66,39,272,517
3873,0,27,14,26,25,21,23,19,11,19,13,9,8,13,7,23,58
3874,4,40,29,57,60,54,35,37,48,23,17,11,6,17,13,45,69
3875,67,830,590,1214,1673,1671,1513,1444,1338,1176,643,480,240,286,188,1962,3312
3878,5,42,48,75,122,109,107,85,76,66,43,35,18,26,17,87,137
3880,22,189,139,301,572,506,375,314,237,221,120,81,48,57,54,381,443
3882,9,57,40,89,136,109,90,76,54,85,47,29,25,19,5,67,170
3885,5,124,75,133,204,172,120,146,142,94,71,49,25,21,8,154,322
3886,5,23,15,27,46,33,29,21,27,20,11,7,5,9,0,25,83
3887,0,22,25,34,47,31,25,28,20,8,6,6,3,0,3,28,46
3888,28,156,134,279,411,405,286,213,169,168,85,73,49,44,27,333,572
3889,0,10,7,27,28,26,7,9,8,5,0,0,0,0,0,29,25
3890,4,21,3,55,24,28,23,18,13,14,9,4,9,4,0,48,51
3891,0,6,4,15,16,15,8,6,8,6,5,0,0,0,3,15,0
3892,5,45,33,85,161,128,84,77,71,66,31,16,11,27,5,83,130
3893,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
3895,0,8,7,17,18,22,20,12,13,10,3,12,3,7,0,17,27
3896,0,12,13,22,45,33,34,27,21,30,15,8,4,13,0,51,73
3898,6,37,19,49,78,59,44,52,53,48,18,17,11,17,8,121,150
3900,0,7,11,12,15,16,16,8,9,5,3,4,0,3,0,14,22
3902,0,16,10,30,72,36,29,40,31,15,11,10,8,6,3,27,62
3903,14,27,23,44,93,91,65,42,52,37,22,6,17,13,10,86,115
3904,3,84,46,112,165,116,133,106,87,110,58,35,25,26,26,118,186
3909,32,393,283,640,899,810,698,522,501,436,198,159,90,105,71,899,1175
3910,71,1388,874,1181,1362,1372,1477,1535,1840,1865,1306,1006,666,703,236,1284,4412
3911,11,230,128,191,243,232,242,213,282,264,172,133,72,96,57,246,591
3912,57,1007,559,763,1009,1130,1112,1081,1136,1150,809,592,374,426,152,965,2835
3913,9,242,111,167,229,247,209,243,264,261,196,133,89,84,68,188,587
3915,39,536,303,656,975,960,781,694,727,610,336,250,150,165,87,807,1882
3916,3,52,26,41,34,53,68,56,57,80,50,34,36,48,55,126,128
3918,11,240,149,176,284,234,245,240,282,259,179,168,109,85,42,275,730
3919,10,195,120,235,243,250,235,236,240,238,127,77,63,54,14,202,650
3920,0,16,12,6,10,7,44,348,252,107,63,33,27,10,4,27,71
3921,4,0,5,10,22,23,8,3,3,0,0,3,0,0,3,8,20
3922,40,355,253,514,840,832,687,594,527,429,209,177,135,126,74,699,1238
3923,0,25,16,36,67,46,75,37,31,35,18,12,5,7,10,34,61
3925,14,176,104,226,284,321,282,219,236,221,146,127,66,76,41,238,599
3926,4,173,129,143,188,220,248,197,226,232,172,139,93,134,117,264,568
3927,4,85,61,89,111,98,135,104,92,103,78,76,66,78,62,152,270
3928,0,36,21,19,14,27,36,29,15,30,18,9,12,17,36,33,60
3929,13,47,26,34,44,58,63,62,75,54,43,40,34,50,73,75,120
3930,62,1365,876,807,861,906,1080,894,960,1005,868,812,618,1038,1070,889,3778
3931,69,1414,780,1294,1923,2115,1897,1645,1694,1640,1111,865,631,825,471,1787,3830
3933,8,75,55,53,60,65,69,64,67,82,51,35,36,40,56,109,178
3934,58,1173,722,782,1056,1146,1220,1166,1102,1218,919,816,669,878,597,1059,3976
3936,37,626,414,685,997,943,859,816,751,741,487,403,270,312,178,919,1595
3937,5,91,54,83,71,86,119,86,105,88,73,63,48,87,71,129,259
3938,13,140,91,148,273,253,258,218,205,183,123,121,73,93,54,205,391
3939,64,730,445,932,1573,1634,1337,1012,956,884,534,371,227,260,146,1218,2218
3940,14,216,141,334,626,630,472,332,333,255,144,86,43,38,37,635,597
3941,32,647,434,773,1109,1135,945,821,868,754,491,345,245,258,125,1048,2125
3942,4,118,83,136,200,207,190,168,178,140,115,71,54,66,64,254,267
3943,10,86,52,94,134,113,146,116,116,95,64,56,46,75,101,171,112
3944,0,31,15,16,25,18,27,27,35,48,25,21,18,25,99,49,33
3945,3,60,29,60,90,86,69,72,64,84,35,33,15,37,19,62,169
3946,0,5,3,12,30,24,13,13,15,10,12,3,3,4,5,25,35
3950,13,243,187,352,477,478,368,363,311,267,147,156,78,79,41,349,887
3951,7,60,51,82,75,79,82,64,57,56,46,21,17,19,9,85,200
3953,50,394,306,432,649,665,600,524,551,494,343,226,156,191,96,628,1575
3954,0,27,26,26,22,29,27,37,27,28,17,15,9,22,0,15,76
3956,9,154,85,210,300,241,222,174,179,137,82,63,46,44,37,426,424
3957,3,16,6,18,15,18,24,20,23,17,15,11,0,5,0,20,58
